Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),cuisine
92863,Central American,Honduran,Latin American,294.7619,1389.3140,21.0739,22.9693,Central American
92864,Central American,Honduran,Latin American,7.3133,207.5313,40.0520,1.1486,Central American
92865,Central American,Honduran,Latin American,93.0688,397.0830,8.5841,5.6493,Central American
92866,Central American,Honduran,Latin American,47.4040,1134.0000,28.6888,92.1312,Central American
92867,Central American,Honduran,Latin American,194.8038,2308.1237,37.6309,168.8069,Central American
92868,Central American,Honduran,Latin American,269.1284,1833.6324,50.9869,62.1670,Central American
92869,Central American,Honduran,Latin American,36.9405,909.7391,133.3966,26.7221,Central American
92870,Central American,Honduran,Latin American,27.5440,188.0000,0.1480,8.5613,Central American
92871,Central American,Honduran,Latin American,23.0927,1489.3715,82.1364,117.4178,Central American
92872,Central American,Honduran,Latin American,587.4378,2798.2183,50.9568,21.2406,Central American
92873,Central American,Honduran,Latin American,15.4646,63.7864,0.3827,0.1701,Central American
92874,Central American,Honduran,Latin American,211.8468,2335.1022,135.3013,106.6685,Central American
92875,Central American,Honduran,Latin American,79.0317,985.5063,124.8284,32.8945,Central American
92876,Central American,Honduran,Latin American,228.4152,2681.1238,179.6038,119.6979,Central American
92877,Central American,Honduran,Latin American,586.2369,3917.6516,149.2868,115.3709,Central American
92878,Central American,Honduran,Latin American,307.4850,3031.1596,223.0197,96.4832,Central American
92879,Central American,Honduran,Latin American,65.8754,378.6482,19.6490,5.5495,Central American
92880,Central American,Honduran,Latin American,2.5008,535.1192,69.6335,25.1289,Central American
92881,Central American,Honduran,Latin American,151.6804,1199.6849,33.8659,56.4851,Central American
92882,Central American,Honduran,Latin American,44.6655,1062.5451,95.9663,55.1640,Central American
92883,Central American,Honduran,Latin American,123.5298,1269.0020,39.6965,73.0941,Central American
92884,Central American,Honduran,Latin American,200.6493,2038.5060,67.1821,111.8593,Central American
92885,Central American,Honduran,Latin American,546.5805,5006.6360,168.7501,255.3675,Central American
92886,Central American,Honduran,Latin American,706.7046,4867.6630,202.7583,141.8714,Central American
92887,Central American,Honduran,Latin American,2.1045,6.7100,0.1067,0.0732,Central American
92889,Central American,Honduran,Latin American,14.3958,250.8333,8.8860,19.3091,Central American
92890,Central American,Honduran,Latin American,25.5428,2326.6571,47.2637,228.3604,Central American
92891,Central American,Honduran,Latin American,122.0234,2235.2824,223.5186,96.4040,Central American
92892,Central American,Honduran,Latin American,15.7140,1002.6148,171.9378,28.1074,Central American
92893,Central American,Honduran,Latin American,42.1235,306.1101,14.8161,10.5431,Central American
92894,Central American,Honduran,Latin American,299.1791,1614.9310,30.7465,31.9177,Central American
92895,Central American,Honduran,Latin American,403.1476,5557.1600,75.5320,455.4164,Central American
92896,Central American,Honduran,Latin American,0.0000,6.3042,1.4025,0.0354,Central American
92897,Central American,Honduran,Latin American,64.7820,1025.6516,48.1801,65.7923,Central American
92898,Central American,Honduran,Latin American,8.5207,308.8900,1.7999,30.2860,Central American
92899,Central American,Honduran,Latin American,189.8064,2366.3400,14.8835,184.1603,Central American
92900,Central American,Honduran,Latin American,144.7012,1071.1270,46.3447,35.0352,Central American
92901,Central American,Honduran,Latin American,5.7521,388.9604,44.0347,20.5059,Central American
92902,Central American,Honduran,Latin American,83.5204,2141.5026,242.7139,96.9997,Central American
92903,Central American,Honduran,Latin American,33.0506,646.8490,7.7967,56.6143,Central American
92904,Central American,Honduran,Latin American,93.1736,1989.6450,145.1185,115.6829,Central American
92905,Central American,Honduran,Latin American,69.4405,559.4477,24.9562,21.4857,Central American
92906,Central American,Honduran,Latin American,,,,,Central American
92907,Central American,Honduran,Latin American,14.7415,900.3016,32.5846,79.1217,Central American
92908,Central American,Honduran,Latin American,71.6233,641.2399,31.4770,29.7407,Central American
92909,Central American,Honduran,Latin American,6.3229,33.7311,1.8700,0.0472,Central American
92910,Central American,Honduran,Latin American,25.7589,184.1000,10.0764,5.0980,Central American
92911,Central American,Honduran,Latin American,2.5979,31.7213,4.7991,0.2114,Central American
92912,Central American,Honduran,Latin American,358.8357,2366.3940,69.2775,105.8248,Central American
92913,Central American,Honduran,Latin American,7.8570,418.5200,5.3430,42.4000,Central American
92914,Central American,Honduran,Latin American,18.4611,1239.6593,7.2295,127.0568,Central American
92915,Central American,Honduran,Latin American,118.5419,1639.8391,92.8291,95.2764,Central American
92916,Central American,Honduran,Latin American,44.2525,1230.7253,141.4345,53.9727,Central American
92917,Central American,Honduran,Latin American,7.2525,223.5000,4.0455,21.5040,Central American
92918,Central American,Honduran,Latin American,640.8128,4683.5800,59.3582,210.9356,Central American
92919,Central American,Honduran,Latin American,1746.4115,8217.8881,406.7042,98.9964,Central American
92920,Central American,Honduran,Latin American,11.8288,47.9860,0.7007,0.1925,Central American
92921,Central American,Honduran,Latin American,101.9120,1844.0798,221.4350,58.4691,Central American
92922,Central American,Honduran,Latin American,345.6399,2635.6800,20.5869,141.9220,Central American
92923,Central American,Honduran,Latin American,281.7513,1240.5496,14.8661,6.4109,Central American
92924,Central American,Honduran,Latin American,288.0977,3794.2335,295.2385,162.8820,Central American
92925,Central American,Honduran,Latin American,22.3360,232.3892,27.4010,3.6163,Central American
92926,Central American,Honduran,Latin American,596.0402,3236.9680,43.6082,78.7917,Central American
92927,Central American,Honduran,Latin American,86.5118,821.9298,20.7350,52.7206,Central American
92928,Central American,Honduran,Latin American,85.5323,1525.6662,119.9825,82.8894,Central American
92929,Central American,Honduran,Latin American,198.3399,1868.3430,123.4141,62.0117,Central American
92930,Central American,Honduran,Latin American,2.2353,451.3798,45.3479,28.2567,Central American
92931,Central American,Honduran,Latin American,148.1726,1083.3826,18.2605,47.7989,Central American
92932,Central American,Honduran,Latin American,37.6539,1448.9515,155.8998,72.4168,Central American
92933,Central American,Honduran,Latin American,186.3528,1332.7130,157.2320,31.6514,Central American
92934,Central American,Honduran,Latin American,205.9888,2038.1760,58.2110,116.1505,Central American
92935,Central American,Honduran,Latin American,263.2250,1309.7940,28.9250,13.2316,Central American
92936,Central American,Honduran,Latin American,61.6595,1804.4306,214.4757,76.5933,Central American
92937,Central American,Honduran,Latin American,16.0301,826.3070,19.2245,75.5203,Central American
92938,Central American,Honduran,Latin American,248.3987,2521.9102,46.7749,158.4365,Central American
92939,Central American,Honduran,Latin American,86.0237,3692.2837,155.8104,299.2842,Central American
92940,Central American,Honduran,Latin American,50.8422,3017.2316,278.7833,186.9870,Central American
92941,Central American,Honduran,Latin American,79.6787,2663.9386,371.2638,89.5488,Central American
92942,Central American,Honduran,Latin American,123.3888,781.7187,32.8780,28.1950,Central American
92943,Central American,Honduran,Latin American,182.7308,833.0966,16.1144,8.4461,Central American
92944,Central American,Honduran,Latin American,76.3680,763.6800,14.1040,44.7200,Central American
92945,Central American,Honduran,Latin American,12.6714,1079.2087,162.8718,42.1536,Central American
92946,Central American,Honduran,Latin American,107.9999,1972.7861,247.8942,61.9472,Central American
92947,Central American,Honduran,Latin American,353.2464,2472.1985,27.7816,105.8582,Central American
92948,Central American,Honduran,Latin American,262.0120,1248.7900,19.4890,11.6392,Central American
92949,Central American,Honduran,Latin American,52.5697,375.3570,9.2389,15.2463,Central American
92950,Central American,Honduran,Latin American,364.6818,2025.5052,43.9824,49.9089,Central American
92951,Central American,Honduran,Latin American,68.7296,1200.8027,195.1214,14.5160,Central American
92952,Central American,Honduran,Latin American,210.0504,1905.1127,111.6243,74.2034,Central American
92953,Central American,Honduran,Latin American,88.8845,2804.0650,46.5956,264.8574,Central American
92954,Central American,Honduran,Latin American,143.3471,1893.7061,152.5750,80.0311,Central American
92955,Central American,Honduran,Latin American,161.0619,2813.5326,6.4233,241.5667,Central American
92956,Central American,Honduran,Latin American,0.0000,25.2167,5.6100,0.1417,Central American
92957,Central American,Honduran,Latin American,263.1403,2352.1433,21.2734,140.8065,Central American
92958,Central American,Honduran,Latin American,120.1228,653.8100,13.9868,12.7378,Central American
92959,Central American,Honduran,Latin American,281.6392,3031.9700,5.9451,219.1700,Central American
92960,Central American,Honduran,Latin American,329.2274,1584.3500,21.9001,21.6191,Central American
92961,Central American,Honduran,Latin American,346.6218,2216.6131,26.4739,83.1005,Central American
92962,Central American,Honduran,Latin American,34.6211,249.6970,14.5119,6.4772,Central American
92963,Central American,Honduran,Latin American,27.2635,1720.8561,140.9439,114.6993,Central American
92964,Central American,Honduran,Latin American,351.0800,2602.2852,73.4613,102.3390,Central American
92965,Central American,Honduran,Latin American,306.0208,2104.0532,47.3001,78.1705,Central American
92966,Central American,Honduran,Latin American,124.2858,612.4700,20.8822,9.3495,Central American
92967,Central American,Honduran,Latin American,7.6865,503.0940,1.4462,55.0584,Central American
92968,Central American,Honduran,Latin American,32.3088,687.8400,21.5916,57.6228,Central American
92969,Central American,Honduran,Latin American,19.3620,409.2000,23.7420,28.8000,Central American
92970,Central American,Honduran,Latin American,354.1230,4778.1221,112.2112,330.2383,Central American
92971,Central American,Honduran,Latin American,0.0000,0.0000,0.0000,0.0000,Central American
92972,Central American,Honduran,Latin American,27.8619,118.7733,1.3328,0.2085,Central American
92973,Central American,Honduran,Latin American,66.1277,854.2886,82.1098,29.2246,Central American
92974,Central American,Honduran,Latin American,28.4462,871.1035,59.4127,57.5602,Central American
92975,Central American,Honduran,Latin American,29.8656,5593.7823,204.3803,510.5015,Central American
92976,Central American,Honduran,Latin American,33.2443,4192.4882,360.8274,283.5540,Central American
92977,Central American,Honduran,Latin American,324.0311,1420.1123,37.7889,5.1826,Central American
92978,Central American,Honduran,Latin American,173.6102,662.2848,5.9750,2.9962,Central American
92979,Central American,Honduran,Latin American,127.5494,2649.3710,88.2320,200.7026,Central American
92980,Central American,Honduran,Latin American,75.6304,1736.8872,145.7161,90.3649,Central American
92981,Central American,Honduran,Latin American,4.0511,647.8840,4.7242,69.6057,Central American
92982,Central American,Honduran,Latin American,748.8359,8343.1797,358.9996,444.4298,Central American
92983,Central American,Honduran,Latin American,155.3718,802.2750,30.7707,12.4635,Central American
92984,Central American,Honduran,Latin American,1.4950,123.8057,0.3162,13.6300,Central American
92985,Central American,Honduran,Latin American,44.3871,13279.1871,2.1806,0.7395,Central American
92986,Central American,Honduran,Latin American,11.0743,1394.3909,133.5380,86.8094,Central American
92987,Central American,Honduran,Latin American,1.4294,69.5260,1.6716,6.4630,Central American
92988,Central American,Honduran,Latin American,24.6788,1976.8570,153.4948,138.5446,Central American
92989,Central American,Honduran,Latin American,235.3385,1848.0200,20.6926,97.0334,Central American
92990,Central American,Honduran,Latin American,10.3520,721.2320,51.1200,51.7200,Central American
92991,Central American,Honduran,Latin American,173.7880,2770.7704,311.7170,101.6379,Central American
92992,Central American,Honduran,Latin American,186.5461,2962.5151,52.0393,237.1586,Central American
92993,Central American,Honduran,Latin American,43.4217,171.8960,0.1067,0.0732,Central American
92994,Central American,Honduran,Latin American,278.9990,2953.0200,24.7685,198.6267,Central American
92995,Central American,Honduran,Latin American,104.2877,434.2360,1.5109,1.6420,Central American
92996,Central American,Honduran,Latin American,37.8544,1824.6990,131.5370,127.5603,Central American
92997,Central American,Honduran,Latin American,304.3702,1308.3100,5.3259,8.5590,Central American
92998,Central American,Honduran,Latin American,91.1745,1740.2464,231.3932,55.7598,Central American
92999,Central American,Honduran,Latin American,271.4618,2041.3200,51.2615,96.6494,Central American
93000,Central American,Honduran,Latin American,50.8330,793.6899,102.0349,19.0006,Central American
93001,Central American,Honduran,Latin American,289.2937,3532.1699,257.6272,148.8003,Central American
93002,Central American,Honduran,Latin American,32.8134,1096.2767,128.4515,48.6619,Central American
93003,Central American,Honduran,Latin American,83.0969,1284.1485,100.6990,61.8959,Central American
93004,Central American,Honduran,Latin American,39.1506,808.7098,7.4643,73.2592,Central American
93005,Central American,Honduran,Latin American,7079.8080,90182.3500,4699.1380,4807.9470,Central American
93006,Central American,Honduran,Latin American,20.2640,278.3290,16.3544,14.0506,Central American
93007,Central American,Honduran,Latin American,3.0844,983.7333,21.5977,97.6225,Central American
93008,Central American,Honduran,Latin American,9.3705,80.1970,1.2285,4.9549,Central American
93009,Central American,Honduran,Latin American,328.0975,2696.8573,19.5611,152.0396,Central American
93010,Central American,Honduran,Latin American,14.5858,113.1001,8.5300,2.1829,Central American
93011,Central American,Honduran,Latin American,19.7610,873.9940,134.3125,28.4311,Central American
93012,Central American,Honduran,Latin American,678.2086,3599.2993,83.9704,58.5422,Central American
93013,Central American,Honduran,Latin American,80.3675,1248.0230,98.6599,59.9890,Central American
93014,Central American,Honduran,Latin American,127.8796,580.7180,9.4010,2.2436,Central American
93015,Central American,Honduran,Latin American,31.8154,1757.8230,78.6412,151.7041,Central American
93016,Central American,Honduran,Latin American,20.4187,2943.8913,186.3799,230.5523,Central American
93017,Central American,Honduran,Latin American,12.2108,1435.9671,55.7832,128.3804,Central American
93018,Central American,Honduran,Latin American,628.7801,2509.3740,23.6813,13.8010,Central American
93019,Central American,Honduran,Latin American,188.9010,4328.6870,167.7055,321.1462,Central American
93020,Central American,Honduran,Latin American,889.6930,3521.7150,0.4760,0.4089,Central American
93021,Central American,Honduran,Latin American,658.4022,5941.7340,150.3524,335.8157,Central American
93022,Central American,Honduran,Latin American,61.4035,420.1878,43.9208,3.7047,Central American
93023,Central American,Honduran,Latin American,98.6429,4103.4850,100.9332,387.1683,Central American
93024,Central American,Honduran,Latin American,7.3812,115.2939,3.9071,7.9390,Central American
93025,Central American,Honduran,Latin American,928.8948,10063.8694,51.6852,729.7960,Central American
93026,Central American,Honduran,Latin American,371.9083,2213.8316,103.2456,40.0781,Central American
93027,Central American,Honduran,Latin American,360.8569,2576.6882,102.6868,85.5426,Central American
93028,Central American,Honduran,Latin American,230.8032,2407.2206,122.4014,107.7196,Central American
93029,Central American,Honduran,Latin American,12.9841,1972.3412,78.9444,181.0251,Central American
93030,Central American,Honduran,Latin American,176.8626,686.2858,1.3296,0.8916,Central American
93031,Central American,Honduran,Latin American,542.2833,3247.2960,42.7465,115.2025,Central American
93032,Central American,Honduran,Latin American,292.6746,1740.9803,93.5153,27.8551,Central American
93033,Central American,Honduran,Latin American,2.5017,11.3435,0.4755,0.1851,Central American
